text,label
preheat the oven to 350°f and line a small baking sheet with parchment paper place the lemon slice on the baking sheet drizzle with olive oil and sprinkle with salt roast for for 15 to 20 minute or until they’re golden brown around the edge finely mince the lemon and set aside in the bottom of a medium-sized cold pot combine the olive oil garlic lemon juice and ¼ teaspoon sea salt prepare the pasta according to the package direction cooking until al dente reserve ¼ cup of the pasta cooking water scoop the hot pasta into the pot along with the reserved pasta water the arugula and toss if necessary gently heat until the arugula wilt and the pasta is warmed through add the thyme tomato lemon and toss again top with the mozzarella pine nut and basil gently toss season to taste and serve,2
this is inspiring keep it coming please …,0
your email address will not be published required field are marked,0
what a gorgeous line up pasta is always a great option for my family and they don’t even realize they’re eating veggie,0
hi jeanine and jack just made homemade pasta for the first time using your recipe it came out fantastic thank you so much for your fabulous tutorial and recipe i am hooked,0
wonderful and easy and delicious,0
1½ cup walnut 2 tablespoon cacao or cocoa powder ¼ teaspoon sea salt 10 soft medjool date 2 tablespoon water flaky sea salt for sprinkling on top optional 2½ tablespoon maca powder optional 1 cup vegan chocolate chip,1
line an 8x8-inch baking pan with parchment paper in a large bowl stir together the peanut butter coconut oil maple syrup vanilla and salt until combined add the almond flour and maca if using and stir to combine the mixture will be thick fold in the chocolate chip and press into the pan place in the freezer so that it firm up a bit while making the next layer in a small food processor pulse the walnut cacao powder and sea salt until the walnut are well chopped add the date and pulse to combine adding 2 tablespoon water if the blade get stuck process until smooth then spread onto the cookie layer sprinkle with sea salt if desired freeze for 30 minute this will help them firm up making them easier to cut remove and slice into bar store remaining bar in the fridge,2
can a person use these style of goody to open up a business of their own,0
what kind of peanut butter do you use,0
hi there i made these and absolutely love them i wa wondering if you knew the macro how much fatcalories etc love them so much and can’t wait to make them for more occasion,0
cinnamon roll whether you call them breakfast or call them dessert you have to try these cinnamon roll they’re soft gooey and brimming with brown sugar and cinnamon,0
i would love to try this but i don’t have walnut could i use pecan instead also no peanut butter but i do have cashew butter will these be okay,0
23 cup gluten-free oat flour 23 cup almond flour 14 cup tapioca starch 1 tablespoon baking powder 12 teaspoon sea salt 12 cup whole milk or almond milk 2 tablespoon maple syrup 2 egg separated 1 tablespoon vanilla extract extra-virgin olive oil or butter for the pan maple syrup fruit andor yogurt for serving,1
in a medium bowl whisk together the flour tapioca starch baking powder and salt whisk in the milk maple syrup egg yolk and vanilla let the batter sit for 5 minute meanwhile in a clean bowl whip the egg white to soft peak fold them into the batter being careful not to deflate it too much heat a non-stick skillet over medium-low heat add a dab of butter or a drizzle of olive oil to the pan and pour in 13 cup of the batter cook until a few bubble appear on the surface about 1 12 to 2 minute then flip the pancake over and continue cooking for another 1 12 to 2 minute or until set watch the pancake closely to make sure they dont burn adjusting the heat and the cooking time a needed repeat with the remaining batter adding a dab of butter or more oil each time serve the pancake with maple syrup fruit andor yogurt for serving,2
these are now my go-to recipe that my family request every weekend what i’d love even more is if i didn’t have to use measuring cups… any chance you could provide weight measurement,0
i use bob’s 11 instead of oat flour and they turn out great,0
i typically do the cooking in our house but these gluten-free pancake are one of the few recipe we actually make together this couldn’t be more fitting a they come from aran goyoaga’s new book cannelle et vanille a true celebration of cooking and sharing food with others the book is packed with beautiful photo and wholesome gluten-free recipe “for every meal and mood”,0
in the last few week making this recipe for gluten-free pancake ha become our saturday morning routine jack beat the egg white into soft peak while i whisk together the batter then he gently fold in the egg white and i stand over the hot stove flipping pancake until we’ve used up every last drop of batter in the bowl,0
these are now my go-to recipe that my family request every weekend what i’d love even more is if i didn’t have to use measuring cups… any chance you could provide weight measurement,0
2 cup whole rolled oat,1
place the oat in a food processor blend until the oat become a fine flour stopping to stir occasionally use in any recipe that call for oat flour store in an airtight container in a cool dry place,2
that’s it use it in any recipe that call for oat flour store leftover in an airtight container in a cool dry place for up to 3 month,0
place the oat in the blender or food processor and blend until they form a fine flour stopping to stir occasionally,0
would this work with steel cut oatmeal thank you,0
another great ”fundamental” recipe i really appreciate being able to make oat flour from scratch thank you,0
what would be the substitute ratio of oat flour to all purpose flour,0
1 12 cup slivered almond,1
blend the almond in a high speed blender until they become a fine meal about 10 second depending on your blender stir to loosen any large clump or almond piece near the base of the blender dont over-blend or your almond will start turning into almond butter use in any recipe that call for almond flour or almond meal,2
making almond flour at home is quick and easy here’s what you need to do,0
notify me of follow-up comment via e-mail,0
we love to eat travel cook and eat some more we create & photograph vegetarian recipe from our home in chicago while our shiba pup eat the kale stem that fall on the kitchen floor,0
we love to eat travel cook and eat some more we create & photograph vegetarian recipe from our home in chicago while our shiba pup eat the kale stem that fall on the kitchen floor,0
hi kim i think it’ll turn into almond butter first,0
12 ounce cauliflower floret 1 small cauliflower ½ cup grated parmesan cheese more for serving ¼ cup extra-virgin olive oil 2 garlic clove ½ teaspoon dijon mustard 3 tablespoon unsalted butter 2 tablespoon fresh lemon juice 1 teaspoon sea salt freshly ground black pepper 16 ounce fettuccine pasta 1 to 1½ cup reserved pasta cooking water chopped fresh parsley,1
bring a large pot of salted water to a boil add the cauliflower and boil until the cauliflower is fork tender 8 to 10 minute drain and place the cauliflower in a blender add the parmesan cheese olive oil garlic mustard butter lemon juice salt and several grind of pepper cook the pasta in a large pot of salted boiling water according to package direction or until al dente drain the pasta reserving 1½ cup of the starchy pasta water add 1 cup of the pasta water to the blender and blend the sauce until creamy transfer the pasta to a large bowl or skillet add the sauce and toss to coat if the sauce is too thick add the remaining ½ cup pasta water and toss again to loosen the sauce and make it a bit creamier sprinkle with parsley and season to taste serve with grated cheese on the side,2
